2.11092,1.3309066,3.106966,192,189,189
1.8049811,0.56176436,3.1172562,92,89,89
2.0209148,1.1424913,3.1101787,253,249,246
1.9680941,1.3849219,3.10858,221,219,220
0.6752871,0.9730836,3.1134582,238,235,237
1.3175237,-0.71158445,3.1234832,125,122,124
2.1128695,0.82484406,3.1141415,211,210,209
1.7096049,0.7337302,3.1164834,99,98,97
0.7061402,0.20445508,3.1118503,189,188,187
1.6872725,1.2134626,3.1068835,96,94,96
1.7135684,1.3607801,3.1098452,149,147,149
1.5096768,1.2955258,3.1103976,161,160,159
2.3244176,0.40162766,3.1189103,49,47,53
2.0231733,0.06475896,3.1263266,149,146,147
1.9467976,0.09995276,3.1272883,158,154,154
2.1258137,0.71035695,3.1195002,113,113,114
1.5832673,0.31940967,3.123773,253,242,240
0.36971635,-0.66956985,3.1008778,133,131,133
0.74456596,0.18383855,3.110751,166,163,163
1.3664459,1.0798944,3.129568,199,196,196
2.0455186,0.44426775,3.1259294,134,132,134
1.7777832,0.5283207,3.121425,124,121,121
1.5327734,0.6145382,3.1202154,241,238,238
0.44991404,-0.20211405,3.1075835,100,94,97
1.9773833,-0.2068026,3.129518,159,155,154
1.6704549,-0.19997919,3.1272693,226,221,219
1.6662424,0.34501347,3.1217618,252,252,246
0.29900783,-1.2847334,3.0957174,238,233,232
0.62703794,-0.31906843,3.1120481,191,184,181
1.7468698,-1.0461338,3.7359967,139,151,170
1.6159358,-0.8263407,3.7712548,15,29,56
1.5125766,-0.7253096,3.6665168,52,57,69
1.5335257,-0.49969876,3.1377435,16,31,51
1.6134343,0.021888435,3.1349342,146,139,138
0.8334398,-2.302052,3.1049538,50,67,94
1.4331443,0.0026621819,3.1281285,252,246,246
1.1051917,-0.4786626,3.1294906,201,194,192
0.44583315,-1.8460358,3.0941784,246,241,238
0.64148253,-1.7965969,3.1079154,194,187,185
0.895493,-1.3770703,3.1176093,199,189,187
1.493638,-0.20501548,3.1362748,255,248,249
1.4088316,-0.15212321,3.1375077,122,115,114
2.1912408,-2.7630577,3.1336071,194,185,185
2.17941,-0.8720474,3.2727795,24,36,55
2.2660384,-0.41990805,3.1514208,87,107,138
1.9025021,-0.7996099,3.5851357,47,57,73
1.7811346,-0.5675614,3.1367736,101,121,148
0.2969252,-1.8609854,3.096446,234,226,223
1.4870336,-0.36861563,3.1481729,249,239,237
2.6497972,-0.7398968,3.14536,190,183,179
1.5546741,-2.672626,3.1085808,232,224,222
2.1823454,-1.0055225,3.6456447,182,193,205
2.5478055,-0.53178513,3.149022,96,118,149
1.8874043,-1.0337176,3.7216825,255,254,255
2.4335785,-0.3037275,3.1449986,245,238,236
2.4251857,-0.14104897,3.1046448,220,212,206
2.1693554,-0.18446237,3.1458535,255,253,251
2.2773218,-0.024415135,3.1380239,170,165,162
2.7356746,-1.1665299,3.1502974,162,155,154
2.894415,-0.7329898,3.148948,233,227,222
1.8484693,-1.2334933,3.7228143,82,97,117
1.9770916,-0.8573972,3.1482198,5,21,38
2.2287946,-0.4836259,3.1401753,51,69,96
2.1975503,-0.34862673,3.1411803,62,79,106
2.5771775,-0.16874373,3.1499977,223,218,213
1.7266946,-2.4175954,3.1279745,234,225,225
1.1685187,-2.7286534,3.1142094,53,69,99
1.6795716,-2.1450238,3.1319854,186,181,179
2.6367097,-1.4536096,3.1524315,193,185,183
2.127575,-1.7784902,3.1544905,172,164,163
2.8365536,-1.5287439,3.1618502,162,155,154
2.777101,-0.38183796,3.1504476,182,177,173
1.6055026,-0.42454588,3.140012,75,88,113
1.8428128,-0.5223497,3.1362705,45,58,83
0.8854472,-0.3723253,3.1193147,178,167,164
3.047451,-0.78478813,3.1422806,215,207,203
2.8298235,-0.7917607,3.1519318,227,224,218
2.4575965,-0.9348532,3.415,47,53,60
2.3749783,-1.0778849,3.6301498,130,144,161
2.3281813,-1.1116513,3.6250591,110,124,142
2.3397431,-1.1717618,3.6332126,92,106,124
2.4462514,-1.2558266,3.464367,66,68,72
